Assembly,Filename,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50.x,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,Source Host,Source Context,Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Bases.Average.Length.Status.,Sequencing Platform(s),Barcode,Source Details,Collection.Year,Collection.Month,Collection.Day,Continent,Country,Region,District,City,Latitude,Longitude,Serovar,Subspecies,Antigenic.Formulas,Lab.Contact,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Status,Coverage,N50.y,Length,Species,Contig.Number...200.bp.,Low.Quality.Bases,Version
SAL_NA5761AA_AS,SAL_NA5761AA_AS.scaffold,74,47,39,38,33,20,4901340,4891704,4871949,4865754,4792098,4297494,55,625042,4897041,4809037,52.12,52.09,235361,235361,151086,151086,7,7,13,13,73,22,4225325,136,0,0,1,10 + 28 part,644496,88.348,1.001,0,1313.87,26.13,196297,4251984,57948,58646,26911,30993,26,25,55,53,Poultry,Animal,SAL_HA3041AA,FSIS1608045,SRR4841796;ILLUMINA;Paired;300;SRX2321770;263566710;135,ILLUMINA;;,SAL_HA3041AA,young chicken,2016,NA,NA,North America,United States,North Carolina,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA292666,SRP062916,SAMN05964751,SRS1778182,2016-11-08,2016-11-02,Assembled,53,235361,4901340,Salmonella enterica;100.0%,68,2415,3.51
SAL_NA5769AA_AS,SAL_NA5769AA_AS.scaffold,46,26,22,21,20,16,4713495,4705295,4699175,4692980,4677920,4501789,34,720182,4710099,4809037,52.19,52.09,292292,292292,252690,238826,5,5,9,10,79,18,4572161,131,0,0,0,2 + 20 part,472495,88.034,1.001,0,1304.33,25.91,178391,4237389,68281,68105,36829,32053,24,25,48,51,Bovine,Animal,SAL_HA3033AA,FSIS1608049,SRR4841824;ILLUMINA;Paired;300;SRX2321798;365785428;134,ILLUMINA;;,SAL_HA3033AA,dairy cow,2016,NA,NA,North America,United States,Nebraska,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA292666,SRP062916,SAMN05965125,SRS1778210,2016-11-08,2016-11-02,Assembled,77,292292,4713495,Salmonella enterica;100.0%,43,1243,3.51
SAL_NA5850AA_AS,SAL_NA5850AA_AS.scaffold,74,53,41,36,34,21,5040411,5032549,5004627,4969105,4941488,4458688,57,707864,5035007,4809037,51.9,52.09,276651,276651,117245,150115,7,7,13,12,75,19,4126612,131,0,0,1,14 + 29 part,796160,87.995,1.002,0,1306.52,26.14,196301,4237805,56329,57211,24652,30619,29,27,61,55,Poultry,Animal,SAL_HA2952AA,FSIS1608048,SRR4842184;ILLUMINA;Paired;300;SRX2322158;371688450;133,ILLUMINA;;,SAL_HA2952AA,young chicken,2016,NA,NA,North America,United States,Virginia,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA292666,SRP062916,SAMN05965124,SRS1778570,2016-11-08,2016-11-02,Assembled,73,276651,5040411,Salmonella enterica;93.84%,72,1913,3.51
SAL_NA5865AA_AS,SAL_NA5865AA_AS.scaffold,76,46,37,33,27,19,5077754,5067800,5050071,5022538,4928521,4597847,53,707861,5072346,4809037,52.04,52.09,331139,331139,187720,208546,6,6,11,10,80,21,4556390,132,0,1,1,13 + 27 part,819305,88.328,1.001,0.2,1315.28,26.11,196356,4252820,57218,58646,19108,31718,28,26,60,53,Poultry,Product,SAL_HA2937AA,FSIS1608152,SRR4842228;ILLUMINA;Paired;300;SRX2322196;361109840;130,ILLUMINA;;,SAL_HA2937AA,raw intact chicken,2016,NA,NA,North America,United States,Massachusetts,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN05965268,SRS1778607,2016-11-08,2016-11-02,Assembled,71,331139,5077754,Salmonella enterica;96.49%,69,1858,3.51
SAL_NA5901AA_AS,SAL_NA5901AA_AS.scaffold,79,54,37,33,29,21,4853061,4839967,4804613,4776302,4713498,4419176,69,622285,4849714,4809037,52.14,52.09,261886,261886,143624,143624,6,6,12,12,76,19,4246945,126,0,0,1,23 + 32 part,610035,88.054,1.001,5.84,1306.4,26.69,169530,4238765,57212,57947,26768,26911,27,26,56,55,Poultry,Product,SAL_HA3249AA,FSIS1608266,SRR5002301;ILLUMINA;Paired;300;SRX2334598;432850628;133,ILLUMINA;;,SAL_HA3249AA,raw intact chicken,2016,NA,NA,North America,United States,Mississippi,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN05991436,SRS1788320,2016-11-09,2016-11-07,Assembled,89,261886,4853061,Salmonella enterica;100.0%,78,1685,3.51
SAL_NA5903AA_AS,SAL_NA5903AA_AS.scaffold,102,63,44,40,37,28,5045195,5026611,4991025,4967685,4906838,4621034,83,681747,5039629,4809037,52.07,52.09,223047,225792,87719,91004,7,6,17,15,75,23,4171064,127,0,0,4,31 + 39 part,814108,87.756,1.001,5.24,1307.54,26.21,128939,4224469,56001,57213,21662,30339,31,29,64,57,Swine,Product,SAL_HA3247AA,FSIS1608264,SRR5002303;ILLUMINA;Paired;300;SRX2334600;445278694;131,ILLUMINA;;,SAL_HA3247AA,product-raw-intact-pork,2016,NA,NA,North America,United States,North Carolina,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN05991434,SRS1788322,2016-11-09,2016-11-07,Assembled,88,223047,5045195,Salmonella enterica;96.3%,97,2027,3.51
SAL_NA6033AA_AS,SAL_NA6033AA_AS.scaffold,72,43,34,33,27,20,4947623,4936155,4911599,4904031,4823424,4566149,53,610418,4942584,4809037,52.06,52.09,308967,308967,208182,229651,6,6,11,10,76,20,4448727,128,0,1,1,12 + 25 part,711737,87.864,1.001,0.2,1306.43,26.18,196364,4229620,58646,68030,26911,31715,26,25,55,52,Poultry,Product,SAL_HA3117AA,FSIS1608290,SRR5006479;ILLUMINA;Paired;300;SRX2338307;354313980;135,ILLUMINA;;,SAL_HA3117AA,raw intact chicken,2016,NA,NA,North America,United States,New Jersey,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN06006099,SRS1791316,2016-11-09,2016-11-08,Assembled,71,308967,4947623,Salmonella enterica;100.0%,67,1814,3.51
SAL_NA6037AA_AS,SAL_NA6037AA_AS.scaffold,62,39,32,29,28,17,4886659,4878402,4858628,4832926,4817580,4388232,43,707867,4880974,4809037,52.07,52.09,376806,376806,160413,160413,5,5,10,10,76,21,4419991,130,0,0,0,7 + 24 part,647451,87.942,1.001,0,1303.9,26.1,196293,4228940,58637,68105,30522,31715,26,25,54,52,Poultry,Animal,SAL_HA3113AA,FSIS1608291,SRR5006483;ILLUMINA;Paired;300;SRX2338311;410810134;133,ILLUMINA;;,SAL_HA3113AA,comminuted chicken,2016,NA,NA,North America,United States,Massachusetts,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN06006100,SRS1791320,2016-11-09,2016-11-08,Assembled,84,376806,4886659,Salmonella enterica;100.0%,60,1342,3.51
SAL_NA6038AA_AS,SAL_NA6038AA_AS.scaffold,71,48,36,35,31,24,4952342,4943119,4904017,4897822,4830797,4563357,55,613622,4947416,4809037,52.12,52.09,252690,252690,117545,144040,7,7,14,13,75,21,4212589,130,0,1,1,10 + 30 part,707506,88.052,1.001,0.2,1306.99,26.28,196369,4238696,57388,58646,26911,30968,28,26,57,54,Poultry,Product,SAL_HA3112AA,FSIS1608285,SRR5006484;ILLUMINA;Paired;300;SRX2338312;407793960;135,ILLUMINA;;,SAL_HA3112AA,raw intact chicken,2016,NA,NA,North America,United States,Virginia,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN06006094,SRS1791321,2016-11-09,2016-11-08,Assembled,82,252690,4952342,Salmonella enterica;100.0%,69,1887,3.51
SAL_NA6044AA_AS,SAL_NA6044AA_AS.scaffold,88,50,30,26,23,21,4971263,4957460,4901519,4876682,4813343,4738797,59,836550,4963466,4809037,52.14,52.09,376989,376989,150120,174709,4,4,10,9,81,20,4555623,125,0,0,2,14 + 31 part,717507,88.154,1.002,0,1307.61,26.51,128939,4245200,57948,58646,26261,31715,28,27,57,53,Swine,Product,SAL_HA3106AA,FSIS1608280,SRR5006490;ILLUMINA;Paired;300;SRX2338318;463078272;134,ILLUMINA;;,SAL_HA3106AA,product-raw-intact-pork,2016,NA,NA,North America,United States,New York,,New York,,,Typhimurium monophasic,I,"I 4,[5],12:I:-",Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN06006077,SRS1791327,2016-11-09,2016-11-08,Assembled,93,376989,4971263,Salmonella enterica;93.54%,79,1519,3.51
SAL_NA6053AA_AS,SAL_NA6053AA_AS.scaffold,80,44,30,27,24,20,4954366,4941516,4903657,4885124,4830030,4662782,53,908042,4947466,4809037,52.15,52.09,283884,283884,177711,177711,5,5,10,10,83,21,4595943,125,0,0,1,8 + 32 part,702018,88.144,1.002,0,1304.99,26.42,128510,4244062,57344,57442,26261,31715,29,28,58,54,Swine,Product,SAL_HA2902AA,FSIS1608032,SRR4893111;ILLUMINA;Paired;500;SRX2324753;702146016;234,ILLUMINA;;,SAL_HA2902AA,"product-raw-ground, comminuted or otherwise nonintact-pork",2016,NA,NA,North America,United States,Nebraska,,,,,Typhimurium monophasic,I,"I 4,[5],12:I:-",Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN05977910,SRS1780588,2016-11-08,2016-11-03,Assembled,141,283884,4954366,Salmonella enterica;96.97%,69,3135,3.51
SAL_NA6085AA_AS,SAL_NA6085AA_AS.scaffold,93,52,32,30,26,22,4951820,4935328,4885750,4872734,4799100,4658435,63,825428,4942813,4809037,52.08,52.09,278579,282851,149916,149916,6,5,11,11,79,22,4542514,126,0,0,2,13 + 34 part,701088,88.087,1.001,0,1303.71,26.11,128939,4240708,57430,57948,25633,28956,28,27,58,54,Bovine,Product,SAL_HA2859AA,FSIS1608082,SRR4896909;ILLUMINA;Paired;300;SRX2326186;477901508;127,ILLUMINA;;,SAL_HA2859AA,comminuted beef,2016,NA,NA,North America,United States,Texas,,,,,Typhimurium monophasic,I,"I 4,[5],12:I:-",Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN05980075,SRS1781625,2016-11-08,2016-11-03,Assembled,96,278579,4951820,Salmonella enterica;100.0%,83,997,3.51
SAL_NA8520AA_AS,SAL_NA8520AA_AS.scaffold,70,43,36,34,26,22,4777304,4767227,4748890,4737211,4586033,4422707,53,615654,4773589,4809037,52.19,52.09,216231,216231,150159,150159,7,7,14,14,79,23,4381830,132,0,0,1,8 + 32 part,516438,88.366,1.002,6.72,1311.84,26.4,148097,4255873,62793,62793,30988,26911,26,26,53,54,Bovine,Product,SAL_HA3966AA,FSIS1608131,SRR5019485;ILLUMINA;Paired;300;SRX2347380;310214520;133,ILLUMINA;;,SAL_HA3966AA,product-raw-intact-beef,2016,NA,NA,North America,United States,Pennsylvania,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN06015743,SRS1797824,2016-11-16,2016-11-15,Assembled,64,216231,4777304,Salmonella enterica;100.0%,64,2349,3.51
SAL_NA8921AA_AS,SAL_NA8921AA_AS.scaffold,74,45,39,35,28,23,4793209,4781435,4768285,4745014,4616268,4425937,56,536714,4788123,4809037,52.17,52.09,266881,266881,149658,149658,7,7,14,14,77,22,4206262,126,0,0,1,9 + 31 part,550711,87.969,1.002,6.47,1302.65,26.1,196297,4236397,62789,61754,26911,26911,25,26,53,53,Bovine,Product,SAL_HA3942AA,FSIS1608406,SRR5019778;ILLUMINA;Paired;300;SRX2347618;424121670;131,ILLUMINA;;,SAL_HA3942AA,product-raw-intact-beef,2016,NA,NA,North America,United States,Pennsylvania,,,,,Typhimurium,I,,Department of Agriculture - Food Safety and Inspection Service (US),PRJNA242847,SRP040648,SAMN06015965,SRS1797919,2016-11-16,2016-11-15,Assembled,88,266881,4793209,Salmonella enterica;98.36%,71,1178,3.51
SAL_NB0401AA_AS,SAL_NB0401AA_AS.result,77,57,37,31,29,24,4862104,4852130,4806817,4767812,4731567,4550662,65,451298,4857942,4809037,52.11,52.09,264149,264149,150103,150103,8,8,14,14,75,21,4259951,124,1,1,0,23 + 28 part,616825,88.09,1.001,2.26,1308.27,26.25,196293,4240236,58646,58646,30996,32082,26,26,53,52,Human,Animal,SAL_XA5927AA,SRR6627704,traces-0auRRww;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5927AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,136,264149,4861177,Salmonella enterica;87.28%,73,44873,4.1
SAL_NB0402AA_AS,SAL_NB0402AA_AS.result,66,38,26,23,22,16,4894120,4883192,4849241,4829343,4814655,4635942,45,929748,4887309,4809037,52.16,52.09,362558,362558,226737,226737,4,4,8,8,82,18,4564171,128,0,0,1,6 + 24 part,644244,88.064,1.002,4.09,1307.2,26.12,196300,4241534,68961,68961,26568,29538,25,25,53,51,Human,Animal,SAL_XA5928AA,SRR6676560,traces-0sKuZmL;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5928AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,129,362558,4891707,Salmonella enterica;94.74%,56,16913,4.1
SAL_NB0403AA_AS,SAL_NB0403AA_AS.result,68,37,28,26,24,18,4885928,4873444,4848580,4834290,4795059,4603816,44,932333,4877859,4809037,52.16,52.09,358472,358472,174986,174986,5,5,9,9,82,19,4453688,129,2,0,1,4 + 24 part,637656,87.999,1.002,7.03,1306.29,26.09,196300,4238452,68322,68322,26574,28893,25,25,53,51,Human,Animal,SAL_XA5929AA,SRR6676561,traces-0UuQTWa;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5929AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,169,358472,4883708,Salmonella enterica;100.0%,59,9322,4.1
SAL_NB0404AA_AS,SAL_NB0404AA_AS.result,107,46,36,33,28,20,5077323,5055559,5027582,5007227,4915715,4655661,60,929760,5064080,4809037,52,52.09,287620,287620,175324,187386,6,6,12,11,80,19,4360616,134,2,0,1,13 + 29 part,801089,88.46,1.002,7.8,1316.55,26.61,148000,4260782,56197,57948,21660,26912,29,27,62,55,Human,Animal,SAL_XA5930AA,SRR6676558,traces-0ugDIxk;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5930AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,198,287620,5068856,Salmonella enterica;91.3%,72,110442,4.1
SAL_NB0405AA_AS,SAL_NB0405AA_AS.result,75,51,39,33,28,21,4980923,4969427,4939653,4893410,4800308,4537135,60,599924,4975472,4809037,52.19,52.09,311226,311226,143699,149879,6,6,13,12,80,20,4359746,124,1,2,2,14 + 33 part,731060,88.087,1.002,10.17,1309.71,26.46,196327,4242783,54524,57211,24653,30999,27,26,59,54,Human,Animal,SAL_XA5931AA,SRR6676562,traces-0IcVYux;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5931AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,172,311226,4980168,Salmonella enterica;89.37%,72,16949,4.1
SAL_NB0406AA_AS,SAL_NB0406AA_AS.result,66,43,29,29,25,21,4851424,4838535,4807829,4807829,4743689,4602584,55,622325,4847808,4809037,52.13,52.09,387771,387771,139247,149900,5,5,12,11,80,19,4446853,126,0,0,1,22 + 27 part,610585,88.015,1.001,2.06,1304.31,26.53,196300,4236172,58646,63013,26911,29251,26,25,54,53,Human,Animal,SAL_XA5932AA,SRR6839617,traces-0XeKics;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5932AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,114,387771,4850142,Salmonella enterica;100.0%,61,7576,4.1
SAL_NB0407AA_AS,SAL_NB0407AA_AS.result,71,47,30,30,26,21,4853327,4840933,4804121,4804121,4739861,4552923,60,622325,4849679,4809037,52.14,52.09,271260,271260,149900,149900,6,6,12,12,79,19,4381437,127,0,1,1,23 + 29 part,612685,88.007,1.001,0.21,1303.74,26.44,196359,4235710,57947,57947,26911,29251,26,26,55,54,Human,Animal,SAL_XA5933AA,SRR6839618,traces-0SZildG;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5933AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,150,271260,4852045,Salmonella enterica;100.0%,66,8819,4.1
SAL_NB0408AA_AS,SAL_NB0408AA_AS.result,72,40,27,26,23,19,4884820,4871577,4837203,4828769,4764953,4632160,49,929748,4877224,4809037,52.16,52.09,324489,324489,174986,220117,6,6,11,10,83,21,4508218,129,1,0,1,5 + 26 part,636436,87.998,1.002,6.05,1305.03,26.16,196296,4238635,57948,68111,26261,26912,26,25,55,53,Human,Animal,SAL_XA5934AA,SRR6676563,traces-0DeosLN;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5934AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,187,324489,4882661,Salmonella enterica;100.0%,63,8652,4.1
SAL_NB0409AA_AS,SAL_NB0409AA_AS.result,69,48,31,30,25,21,4853545,4841508,4810717,4804631,4720798,4579693,60,622319,4850332,4809037,52.14,52.09,376793,376793,139247,139247,5,5,11,11,79,19,4418327,127,0,0,1,23 + 27 part,611207,88.036,1.001,4.12,1305.15,26.69,196296,4237319,58646,68035,26579,26911,26,25,54,53,Human,Animal,SAL_XA5935AA,SRR6766635,traces-0qbDrhZ;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5935AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,222,376793,4853007,Salmonella enterica;100.0%,67,13995,4.1
SAL_NB0410AA_AS,SAL_NB0410AA_AS.result,71,49,31,29,25,21,4853009,4840920,4807017,4793327,4730626,4589521,61,622247,4849742,4809037,52.14,52.09,278540,278540,149900,149900,6,6,12,12,78,19,4428089,127,0,0,1,25 + 29 part,611853,88.025,1.001,2.06,1304.59,26.6,148091,4237343,58646,58646,29251,30996,26,26,54,53,Human,Animal,SAL_XA5936AA,SRR6839627,traces-0VGYYxO;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5936AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,160,278540,4851984,Salmonella enterica;100.0%,67,7602,4.1
SAL_NB0411AA_AS,SAL_NB0411AA_AS.result,75,49,33,30,26,21,4852126,4838967,4809662,4791837,4729134,4548599,64,623220,4848765,4809037,52.14,52.09,382216,382216,139247,149900,5,5,12,11,77,19,4372447,128,0,0,1,25 + 30 part,610381,88.039,1.001,0,1307.09,26.5,196296,4237417,57947,57947,29251,30996,26,26,54,53,Human,Animal,SAL_XA5937AA,SRR6879624,traces-0tQolRG;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5937AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,127,382216,4850589,Salmonella enterica;100.0%,69,7579,4.1
SAL_NB0412AA_AS,SAL_NB0412AA_AS.result,97,63,46,41,35,27,4851966,4833800,4798185,4769435,4682194,4406786,82,541923,4847344,4809037,52.13,52.09,182784,182784,94025,94025,7,7,17,17,76,23,4094742,126,0,0,1,26 + 37 part,611867,87.972,1.001,3.88,1302.6,26.45,137857,4233989,48289,48833,24652,26252,30,29,62,61,Human,Animal,SAL_XA5938AA,SRR6940571,traces-0DcfQis;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5938AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,117,182784,4849662,Salmonella enterica;100.0%,88,13176,4.1
SAL_NB0413AA_AS,SAL_NB0413AA_AS.result,74,53,36,34,30,24,4851986,4840648,4807974,4795199,4732498,4509432,67,622325,4849810,4809037,52.13,52.09,261902,261902,130700,130700,6,6,13,13,79,21,4284581,129,0,0,0,24 + 32 part,610856,88.038,1.001,2.06,1306.3,26.62,148069,4238386,53648,54524,26911,29251,28,27,57,56,Human,Animal,SAL_XA5939AA,SRR6879649,traces-0NkQVCD;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5939AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,178,261902,4851186,Salmonella enterica;100.0%,71,10943,4.1
SAL_NB0414AA_AS,SAL_NB0414AA_AS.result,175,146,109,91,56,34,4864441,4849768,4741923,4617302,4039689,3266245,159,353950,4858997,4809037,52.06,52.09,69487,69487,39733,40058,20,20,43,42,72,42,3011672,121,1,0,2,18 + 58 part,627197,87.749,1.003,2.06,1300.65,25.5,100631,4225231,33769,35642,12817,13083,42,41,98,96,Human,Animal,SAL_XA5941AA,SRR6879627,traces-0RjcFTh;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5941AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,137,69487,4863222,Salmonella enterica;96.56%,170,48824,4.1
SAL_NB0415AA_AS,SAL_NB0415AA_AS.result,76,50,32,29,25,20,4952941,4940281,4895613,4877969,4806811,4624696,63,908041,4948665,4809037,52.15,52.09,282781,282781,177707,177707,5,5,10,10,79,20,4514401,125,0,1,2,14 + 33 part,704871,88.097,1.002,2.02,1303.19,26.46,130662,4242006,57211,57442,26261,30995,29,28,58,55,Human,Animal,SAL_XA5940AA,SRR6881356,traces-0FKwwaq;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5940AA,,2019,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,152,282781,4951387,Salmonella enterica;88.0%,70,11583,4.1
SAL_NB0416AA_AS,SAL_NB0416AA_AS.result,75,49,31,30,26,21,4980023,4968011,4925627,4920582,4855794,4672291,61,931413,4975484,4809037,52.16,52.09,278703,278703,149879,177713,5,5,11,10,82,21,4544142,121,0,1,3,11 + 32 part,733161,88.057,1.002,5.11,1306.78,26.33,129566,4240517,51959,57211,24653,26911,30,28,61,57,Human,Animal,SAL_XA5942AA,SRR6940569,traces-0LZAeUs;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5942AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,171,278703,4978500,Salmonella enterica;91.67%,69,11541,4.1
SAL_NB0417AA_AS,SAL_NB0417AA_AS.result,80,51,35,32,27,20,4981404,4967752,4930017,4912533,4817746,4556608,65,908041,4976531,4809037,52.15,52.09,279028,279028,177725,182618,5,5,11,10,80,20,4431472,121,1,0,2,12 + 35 part,733089,88.078,1.002,1.91,1305.73,26.54,130777,4241518,51008,52909,26252,28956,31,29,62,58,Human,Animal,SAL_XA5943AA,SRR7049793,traces-0JECjzB;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5943AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,78,278531,4979918,Salmonella enterica;94.0%,74,10463,4.1
SAL_NB0418AA_AS,SAL_NB0418AA_AS.result,71,53,45,41,35,29,4910309,4901104,4878952,4850978,4739560,4531727,62,546592,4907349,4809037,52.12,52.09,149941,149941,92863,94036,8,8,18,17,82,27,4258864,133,0,1,1,7 + 35 part,672227,87.907,1.002,0.2,1304.03,26.37,137857,4232990,48159,48290,19448,22015,30,29,66,63,Human,Animal,SAL_XA5944AA,SRR6940573,traces-0dqgnsL;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5944AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,127,149941,4909049,Salmonella enterica;100.0%,66,14312,4.1
SAL_NB0419AA_AS,SAL_NB0419AA_AS.result,54,39,32,31,29,25,4870429,4864681,4851676,4843673,4820538,4691022,41,731232,4866106,4809037,52.16,52.09,216127,216127,133125,133378,6,6,14,13,82,22,4438554,130,0,0,1,0 + 25 part,626316,88.077,1.001,0,1305.2,25.62,137849,4238446,54437,57005,25968,26066,29,28,59,58,Human,Animal,SAL_XA5945AA,SRR7063459,traces-0fKJCpm;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5945AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,124,216127,4869212,Salmonella enterica;100.0%,49,15148,4.1
SAL_NB0420AA_AS,SAL_NB0420AA_AS.result,82,64,51,47,38,31,4868647,4860792,4835853,4805781,4643992,4402773,71,574448,4865128,4809037,52.22,52.09,149942,149942,81668,81668,8,8,19,19,84,30,4157876,126,1,1,3,14 + 38 part,628004,87.908,1.002,2.26,1310,26.47,137832,4236139,47875,47955,21205,22885,34,33,69,67,Human,Animal,SAL_XA5946AA,SRR7093194,traces-0pLppGC;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5946AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,109,149942,4867456,Salmonella enterica;100.0%,77,16550,4.1
SAL_NB0421AA_AS,SAL_NB0421AA_AS.result,87,49,40,37,31,26,4945244,4930453,4914153,4891241,4777913,4580433,61,541996,4937925,4809037,52.2,52.09,223714,223714,130697,130748,7,7,15,14,79,23,4248592,128,0,0,2,15 + 33 part,696868,88.002,1.002,0,1309.9,26.37,137886,4240044,53637,57105,22017,26911,29,27,60,56,Human,Animal,SAL_XA5947AA,SRR7063456,traces-0PPppNx;ILLUMINA;Paired;;NA;;,ILLUMINA;;,SAL_XA5947AA,,2018,NA,NA,North America,United States,,,,,,Typhimurium,,,Carlos,,,,,2019-06-20,2019-06-20,Assembled,163,223714,4940785,Salmonella enterica;95.92%,68,34527,4.1
