Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_IA3696AA	FSIS1710134	SRR5221864;ILLUMINA;Paired;300;SRX2531640;560159540;149	SAL_IA3696AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06286010	SRS1952471	2017-02-01	2017-02-01	Assembled	112	282879	4958901	Salmonella enterica;100.0%	64	2350	3.61	SAL_QA4077AA_AS
SAL_IA4679AA	FSIS1709874	SRR5224176;ILLUMINA;Paired;300;SRX2533355;438827400;150	SAL_IA4679AA	Poultry	Avian	Raw Intact Chicken	2016				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06289246	SRS1954016	2017-02-02	2017-02-02	Assembled	88	332254	4962056	Salmonella enterica;100.0%	65	2678	3.61	SAL_QA3917AA_AS
SAL_IA4683AA	FSIS1710080	SRR5224172;ILLUMINA;Paired;300;SRX2533351;458877088;149	SAL_IA4683AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06289235	SRS1954012	2017-02-02	2017-02-02	Assembled	94	282776	4831886	Salmonella enterica;98.0%	55	2163	3.61	SAL_QA3913AA_AS
SAL_IA4691AA	FSIS1709994	SRR5223607;ILLUMINA;Paired;300;SRX2532787;714335912;148	SAL_IA4691AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Pennsylvania						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06289211	SRS1953477	2017-02-02	2017-02-01	Assembled	144	303604	4927932	Salmonella enterica;94.0%	54	1085	3.61	SAL_QA3905AA_AS
SAL_IA4700AA	FSIS1709871	SRR5223598;ILLUMINA;Paired;300;SRX2532778;380722200;150	SAL_IA4700AA	Poultry	Avian	Raw Intact Chicken	2016				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06289207	SRS1953468	2017-02-02	2017-02-01	Assembled	76	315863	4990737	Salmonella enterica;100.0%	62	4354	3.61	SAL_QA3896AA_AS
SAL_IA4862AA	FSIS1709931	SRR5229533;ILLUMINA;Paired;300;SRX2538166;439109700;150	SAL_IA4862AA	Poultry	Avian	Raw Intact Chicken	2016				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06297974	SRS1957961	2017-02-05	2017-02-04	Assembled	86	300616	5067913	Salmonella enterica;98.15%	57	3861	3.61	SAL_QA4434AA_AS
SAL_IA4900AA	FSIS1709932	SRR5229491;ILLUMINA;Paired;300;SRX2538125;414340988;149	SAL_IA4900AA	Poultry	Avian	Raw Intact Chicken	2016				North America	United States	North Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06297975	SRS1957921	2017-02-05	2017-02-04	Assembled	81	235132	5094285	Salmonella enterica;98.48%	69	3414	3.61	SAL_QA4395AA_AS
SAL_IA5292AA	FSIS1710309	SRR5235599;ILLUMINA;Paired;300;SRX2542663;379811400;150	SAL_IA5292AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	North Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06307782	SRS1961798	2017-02-08	2017-02-07	Assembled	75	282891	4999214	Salmonella enterica;96.88%	71	3012	3.61	SAL_QA4938AA_AS
SAL_IA6604AA	FSIS1710296	SRR5271471;ILLUMINA;Paired;300;SRX2575519;475337714;149	SAL_IA6604AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	New York		New York				Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06346592	SRS1991260	2017-02-21	2017-02-18	Assembled	96	282799	4943324	Salmonella enterica;91.94%	67	2212	3.61	SAL_QA6684AA_AS
SAL_IA7533AA	FSIS1710522	SRR5297979;ILLUMINA;Paired;300;SRX2600168;266899528;149	SAL_IA7533AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Minnesota						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06459941	SRS2006481	2017-03-01	2017-03-01	Assembled	55	361558	4850700	Salmonella enterica;96.37%	61	6553	3.61	SAL_QA7713AA_AS
SAL_IA7536AA	FSIS1710519	SRR5297974;ILLUMINA;Paired;300;SRX2600163;681131700;150	SAL_IA7536AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06459934	SRS2006477	2017-03-01	2017-03-01	Assembled	137	274228	4948955	Salmonella enterica;98.3%	60	1681	3.61	SAL_QA7710AA_AS
SAL_IA7673AA	FSIS1710628	SRR5311487;ILLUMINA;Paired;300;SRX2611440;528508364;149	SAL_IA7673AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Maryland						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06473424	SRS2022262	2017-03-04	2017-03-03	Assembled	105	331104	4999451	Salmonella enterica;100.0%	68	2565	3.61	SAL_QA7874AA_AS
SAL_IA8522AA	FSIS1710812	SRR5340058;ILLUMINA;Paired;300;SRX2636812;385819500;150	SAL_IA8522AA	Poultry	Avian	Raw Intact Chicken	2017				North America	United States	Massachusetts						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06564446	SRS2044913	2017-03-14	2017-03-14	Assembled	79	219710	4850488	Salmonella enterica;98.46%	65	12541	3.61	SAL_QA9166AA_AS
SAL_JA0469AA	FSIS1710975	SRR5388853;ILLUMINA;Paired;300;SRX2683739;444158570;149	SAL_JA0469AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Maryland						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06647800	SRS2080944	2017-03-30	2017-03-30	Assembled	88	307022	5032815	Salmonella enterica;100.0%	62	2628	3.61	SAL_RA9701AA_AS
SAL_JA1845AA	FSIS1700029	SRR5441632;ILLUMINA;Paired;300;SRX2731525;497011254;149	SAL_JA1845AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Maryland						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06701839	SRS2119421	2017-04-13	2017-04-13	Assembled	99	308955	4989730	Salmonella enterica;98.36%	63	3205	3.61	SAL_SA0402AA_AS
SAL_JA1877AA	FSIS1700095	SRR5441506;ILLUMINA;Paired;300;SRX2731404;411157454;149	SAL_JA1877AA	Poultry	Avian	raw intact chicken	2017				North America	United States	South Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06700287	SRS2119302	2017-04-13	2017-04-13	Assembled	82	282293	4969623	Salmonella enterica;100.0%	67	6238	3.61	SAL_SA0370AA_AS
SAL_JA2051AA	FSIS1700237	SRR5448612;ILLUMINA;Paired;300;SRX2737479;485871600;150	SAL_JA2051AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06754688	SRS2124779	2017-04-14	2017-04-14	Assembled	97	298611	4995811	Salmonella enterica;100.0%	61	2257	3.61	SAL_SA0554AA_AS
SAL_JA2074AA	FSIS1700176	SRR5448534;ILLUMINA;Paired;300;SRX2737401;485659540;149	SAL_JA2074AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Maryland						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06754670	SRS2124701	2017-04-14	2017-04-14	Assembled	98	298610	4948879	Salmonella enterica;94.44%	64	2616	3.61	SAL_SA0531AA_AS
SAL_JA2138AA	FSIS1700168	SRR5443738;ILLUMINA;Paired;300;SRX2733046;570832200;150	SAL_JA2138AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Pennsylvania						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06708707	SRS2120944	2017-04-14	2017-04-14	Assembled	114	313490	4970358	Salmonella enterica;91.07%	62	1650	3.61	SAL_SA0467AA_AS
SAL_JA2148AA	FSIS1710649	SRR5443568;ILLUMINA;Paired;300;SRX2732915;589912800;150	SAL_JA2148AA	Poultry	Avian	raw intact chicken	2017				North America	United States	North Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06708714	SRS2120813	2017-04-14	2017-04-14	Assembled	119	292120	4947939	Salmonella enterica;100.0%	67	1635	3.61	SAL_SA0457AA_AS
SAL_JA2150AA	FSIS1710645	SRR5443566;ILLUMINA;Paired;300;SRX2732913;593324854;149	SAL_JA2150AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Massachusetts						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06708710	SRS2120811	2017-04-14	2017-04-14	Assembled	122	300010	4830752	Salmonella enterica;97.56%	42	1304	3.61	SAL_SA0455AA_AS
SAL_JA2154AA	FSIS1710646	SRR5443562;ILLUMINA;Paired;300;SRX2732909;500851878;149	SAL_JA2154AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Missouri						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06708711	SRS2120806	2017-04-14	2017-04-14	Assembled	101	271390	4936544	Salmonella enterica;100.0%	55	2092	3.61	SAL_SA0451AA_AS
SAL_JA2185AA	FSIS1711064	SRR5441703;ILLUMINA;Paired;300;SRX2731563;434037894;149	SAL_JA2185AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06701479	SRS2119461	2017-04-14	2017-04-13	Assembled	85	238838	5062834	Salmonella enterica;100.0%	60	3132	3.61	SAL_SA0420AA_AS
SAL_JA3128AA	FSIS1700521	SRR5487020;ILLUMINA;Paired;300;SRX2769921;600240838;149	SAL_JA3128AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Texas						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06847169	SRS2153436	2017-05-02	2017-04-29	Assembled	125	271389	4782798	Salmonella enterica;100.0%	63	1421	3.61	SAL_SA1871AA_AS
SAL_JA3423AA	FSIS1700735	SRR5486125;ILLUMINA;Paired;300;SRX2769028;389258208;144	SAL_JA3423AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06847241	SRS2152667	2017-05-02	2017-04-28	Assembled	80	303219	4828382	Salmonella enterica;98.24%	60	2542	3.61	SAL_SA1575AA_AS
SAL_JA3440AA	FSIS1700416	SRR5486094;ILLUMINA;Paired;300;SRX2768997;466205206;149	SAL_JA3440AA	Poultry	Avian	raw intact chicken	2017				North America	United States	West Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06847159	SRS2152636	2017-05-02	2017-04-28	Assembled	94	313490	4945860	Salmonella enterica;89.83%	65	2467	3.61	SAL_SA1558AA_AS
SAL_JA3647AA	FSIS1700537	SRR5497381;ILLUMINA;Paired;500;SRX2778330;477428436;246	SAL_JA3647AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Maryland						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06882373	SRS2161583	2017-05-03	2017-05-02	Assembled	95	238838	4997912	Salmonella enterica;100.0%	76	7750	3.61	SAL_SA2076AA_AS
SAL_JA3656AA	FSIS1700351	SRR5496969;ILLUMINA;Paired;500;SRX2777918;358976508;242	SAL_JA3656AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Florida						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06882392	SRS2161172	2017-05-03	2017-05-02	Assembled	72	239098	4940204	Salmonella enterica;100.0%	63	6001	3.61	SAL_SA2067AA_AS
SAL_JA3675AA	FSIS1700409	SRR5496043;ILLUMINA;Paired;500;SRX2777000;414851134;241	SAL_JA3675AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Kentucky						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06882415	SRS2160256	2017-05-03	2017-05-02	Assembled	85	191687	4852997	Salmonella enterica;93.85%	71	5562	3.61	SAL_SA2048AA_AS
SAL_JA4231AA	FSIS1700798	SRR5516300;ILLUMINA;Paired;300;SRX2789678;383716422;149	SAL_JA4231AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06915431	SRS2171154	2017-05-09	2017-05-08	Assembled	77	313490	4939777	Salmonella enterica;93.84%	70	3289	3.61	SAL_SA2852AA_AS
SAL_JA4232AA	FSIS1700795	SRR5516298;ILLUMINA;Paired;300;SRX2789676;551550022;149	SAL_JA4232AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN06915428	SRS2171152	2017-05-09	2017-05-08	Assembled	109	218782	5018947	Salmonella enterica;98.47%	73	2059	3.61	SAL_SA2851AA_AS
SAL_JA4244AA	PSU_0106	SRR5526144;ILLUMINA;Paired;500;SRX2795551;233870400;240	SAL_JA4244AA	Poultry	Avian	chicken breast	2010				North America	United States	Pennsylvania						Typhimurium				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA357723	SRP106794	SAMN06767497	SRS2176674	2017-05-10	2017-05-10	Assembled	46	292119	4988694	Salmonella enterica;93.74%	70	3368	3.61	SAL_SA3043AA_AS
SAL_JA4249AA	PSU_0105	SRR5526132;ILLUMINA;Paired;500;SRX2795540;405516942;243	SAL_JA4249AA	Poultry	Avian	chicken breast	2010				North America	United States	Pennsylvania						Typhimurium				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA357723	SRP106794	SAMN06767498	SRS2176663	2017-05-10	2017-05-10	Assembled	81	300200	4950747	Salmonella enterica;96.49%	65	2117	3.61	SAL_SA3038AA_AS
SAL_JA4275AA	PSU_0104	SRR5526081;ILLUMINA;Paired;500;SRX2795489;759872328;236	SAL_JA4275AA	Poultry	Avian	chicken breast	2010				North America	United States	Pennsylvania						Typhimurium				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA357723	SRP106794	SAMN06767499	SRS2176620	2017-05-10	2017-05-10	Assembled	150	376818	5050555	Salmonella enterica;96.36%	60	1703	3.61	SAL_SA3012AA_AS
SAL_JA6043AA	FSIS1701128	SRR5584490;ILLUMINA;Paired;300;SRX2842403;268502400;150	SAL_JA6043AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Alabama						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07152189	SRS2215738	2017-05-23	2017-05-22	Assembled	55	279422	4838145	Salmonella enterica;100.0%	55	8163	3.61	SAL_SA9654AA_AS
SAL_JA6068AA	FSIS1700880	SRR5584177;ILLUMINA;Paired;300;SRX2842090;294554700;150	SAL_JA6068AA	Poultry	Avian	raw intact chicken	2017				North America	United States	North Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07152169	SRS2215423	2017-05-23	2017-05-22	Assembled	59	208663	4954428	Salmonella enterica;98.72%	82	4333	3.61	SAL_SA9629AA_AS
SAL_JA6615AA	FSIS1701221	SRR5593181;ILLUMINA;Paired;300;SRX2850008;347132700;150	SAL_JA6615AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07162800	SRS2222639	2017-05-24	2017-05-24	Assembled	71	273508	4862627	Salmonella enterica;100.0%	58	4080	3.61	SAL_TA0735AA_AS
SAL_JA6723AA	FSIS1700864	SRR5589778;ILLUMINA;Paired;500;SRX2847074;452425292;242	SAL_JA6723AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Pennsylvania						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07159228	SRS2220086	2017-05-24	2017-05-23	Assembled	91	273761	4924669	Salmonella enterica;98.53%	69	7787	3.61	SAL_TA0622AA_AS
SAL_JA7245AA	FSIS1701449	SRR5632646;ILLUMINA;Paired;500;SRX2872509;451169904;246	SAL_JA7245AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07180139	SRS2242631	2017-05-31	2017-05-31	Assembled	91	291650	4928656	Salmonella enterica;96.36%	58	4391	3.61	SAL_TA1346AA_AS
SAL_JA8795AA	FSIS1701551	SRR5643173;ILLUMINA;Paired;300;SRX2881347;755823000;150	SAL_JA8795AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07190200	SRS2249953	2017-06-07	2017-06-02	Assembled	152	238838	4966451	Salmonella enterica;98.44%	70	2642	3.61	SAL_TA2367AA_AS
SAL_JA8894AA	FSIS1701838	SRR5683230;ILLUMINA;Paired;300;SRX2918385;403160400;150	SAL_JA8894AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07237084	SRS2284393	2017-06-15	2017-06-14	Assembled	81	313490	4941334	Salmonella enterica;92.31%	68	2959	3.61	SAL_TA4632AA_AS
SAL_JA9824AA	FSIS1702003	SRR5693835;ILLUMINA;Paired;300;SRX2926190;642456300;150	SAL_JA9824AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07249970	SRS2291044	2017-06-19	2017-06-16	Assembled	129	307039	4956241	Salmonella enterica;100.0%	67	7364	3.61	SAL_TA4768AA_AS
SAL_KA0286AA	FSIS1702158	SRR5753190;ILLUMINA;Paired;300;SRX2953410;382266056;149	SAL_KA0286AA	Poultry	Avian	raw intact chicken	2017				North America	United States	New York		New York				Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07271442	SRS2311829	2017-06-26	2017-06-24	Assembled	77	282293	4943718	Salmonella enterica;100.0%	58	3000	3.61	SAL_TA5843AA_AS
SAL_KA0287AA	FSIS1702159	SRR5753189;ILLUMINA;Paired;300;SRX2953409;380454514;149	SAL_KA0287AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Connecticut						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07271443	SRS2311828	2017-06-26	2017-06-24	Assembled	74	187730	5081825	Salmonella enterica;95.78%	78	5151	3.61	SAL_TA5842AA_AS
SAL_KA0996AA	FSIS1702243	SRR5762350;ILLUMINA;Paired;500;SRX2962073;501339768;241	SAL_KA0996AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Michigan						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07283981	SRS2318851	2017-06-28	2017-06-27	Assembled	100	279035	5007982	Salmonella enterica;100.0%	66	3232	3.61	SAL_TA6440AA_AS
SAL_KA1593AA	FSIS1702301	SRR5767263;ILLUMINA;Paired;500;SRX2966556;382506250;245	SAL_KA1593AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Ohio						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07291228	SRS2323573	2017-06-30	2017-06-28	Assembled	77	362478	4912037	Salmonella enterica;100.0%	52	5534	3.61	SAL_TA6832AA_AS
SAL_KA1611AA	FSIS1702129	SRR5766664;ILLUMINA;Paired;300;SRX2966035;450756886;149	SAL_KA1611AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Mississippi						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07291011	SRS2323064	2017-06-30	2017-06-28	Assembled	90	282293	4953827	Salmonella enterica;100.0%	70	3039	3.61	SAL_TA6814AA_AS
SAL_KA2055AA	FSIS1702569	SRR5800842;ILLUMINA;Paired;500;SRX2980309;373292226;243	SAL_KA2055AA	Poultry	Avian	raw intact chicken	2017				North America	United States	South Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07312496	SRS2333527	2017-07-04	2017-07-03	Assembled	75	192300	4939502	Salmonella enterica;100.0%	69	6294	3.61	SAL_TA7280AA_AS
SAL_KA2372AA	FSIS1702595	SRR5816258;ILLUMINA;Paired;500;SRX2994638;626394240;240	SAL_KA2372AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07340488	SRS2346119	2017-07-11	2017-07-10	Assembled	126	252781	4968452	Salmonella enterica;98.58%	75	2459	3.61	SAL_TA8656AA_AS
SAL_KA2980AA	FSIS1702527	SRR5808656;ILLUMINA;Paired;500;SRX2987239;582753852;243	SAL_KA2980AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Texas						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07327449	SRS2339442	2017-07-11	2017-07-06	Assembled	121	220699	4779856	Salmonella enterica;100.0%	66	3606	3.61	SAL_TA7598AA_AS
SAL_KA3554AA	FSIS1702462	SRR5819690;ILLUMINA;Paired;300;SRX2997606;398786700;150	SAL_KA3554AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07345765	SRS2348762	2017-07-13	2017-07-12	Assembled	80	290190	4950086	Salmonella enterica;98.46%	70	3028	3.61	SAL_TA8828AA_AS
SAL_KA3674AA	FSIS1701692	SRR5828302;ILLUMINA;Paired;500;SRX3006012;322791360;246	SAL_KA3674AA	Poultry	Avian	raw intact chicken	2017				North America	United States	South Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07352496	SRS2356528	2017-07-16	2017-07-14	Assembled	65	252701	4907288	Salmonella enterica;100.0%	73	6825	3.61	SAL_TA9638AA_AS
SAL_KA4821AA	FSIS1702846	SRR5839829;ILLUMINA;Paired;300;SRX3015646;338438898;149	SAL_KA4821AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Virginia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07368630	SRS2365258	2017-07-20	2017-07-19	Assembled	68	231923	4937627	Salmonella enterica;100.0%	68	4897	3.61	SAL_UA0730AA_AS
SAL_KA5074AA	FSIS1702830	SRR5860181;ILLUMINA;Paired;300;SRX3028859;333437700;150	SAL_KA5074AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Illinois						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07405741	SRS2377819	2017-07-24	2017-07-22	Assembled	67	238838	4920099	Salmonella enterica;98.55%	75	5265	3.61	SAL_UA1827AA_AS
SAL_KA5127AA	FSIS1702927	SRR5865401;ILLUMINA;Paired;500;SRX3033451;779473870;245	SAL_KA5127AA	Poultry	Avian	raw intact chicken	2017				North America	United States	South Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07411239	SRS2382247	2017-07-25	2017-07-25	Assembled	158	279431	4922949	Salmonella enterica;100.0%	57	1856	3.61	SAL_UA2498AA_AS
SAL_KA5594AA	FSIS1702919	SRR5862414;ILLUMINA;Paired;500;SRX3031017;857816268;246	SAL_KA5594AA	Poultry	Avian	raw intact chicken	2017				North America	United States	North Dakota	Cass County	Argusville				Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07410349	SRS2379904	2017-07-25	2017-07-24	Assembled	173	238844	4933797	Salmonella enterica;95.31%	70	2969	3.61	SAL_UA2019AA_AS
SAL_KA6280AA	FSIS1703133	SRR5882006;ILLUMINA;Paired;300;SRX3048392;534655800;150	SAL_KA6280AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Texas						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07424766	SRS2395173	2017-08-02	2017-07-30	Assembled	111	315814	4805470	Salmonella enterica;100.0%	58	3070	3.61	SAL_UA3305AA_AS
SAL_KA6315AA	FSIS1703100	SRR5879422;ILLUMINA;Paired;300;SRX3046574;300666802;149	SAL_KA6315AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Alabama						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07424843	SRS2393779	2017-08-02	2017-07-28	Assembled	61	454526	4907719	Salmonella enterica;100.0%	40	4906	3.61	SAL_UA3270AA_AS
SAL_KA6323AA	FSIS1702440	SRR5879412;ILLUMINA;Paired;300;SRX3046564;331319700;150	SAL_KA6323AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Georgia						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07424835	SRS2393770	2017-08-02	2017-07-28	Assembled	66	235124	4952541	Salmonella enterica;96.67%	65	3879	3.61	SAL_UA3262AA_AS
SAL_KA6648AA	FSIS1703224	SRR5890294;ILLUMINA;Paired;300;SRX3056090;622806888;149	SAL_KA6648AA	Poultry	Avian	raw intact chicken	2017				North America	United States	Alabama						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07440326	SRS2402067	2017-08-04	2017-08-02	Assembled	120	271390	5150533	Salmonella enterica;87.5%	68	2147	3.61	SAL_UA3968AA_AS
SAL_KA6657AA	FSIS1703278	SRR5890282;ILLUMINA;Paired;300;SRX3056078;319390200;150	SAL_KA6657AA	Poultry	Avian	raw intact chicken	2017				North America	United States	North Carolina						Typhimurium	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN07440359	SRS2402034	2017-08-04	2017-08-02	Assembled	64	332516	4990057	Salmonella enterica;100.0%	65	3666	3.61	SAL_UA3959AA_AS
